store_id,lng,lat,website,name,postal_zip,address,address2,hours,city,prov_state,country,phone,email,fax
19166233,106.908426,-6.157267,https://linktr.ee/fitflop,Fitflop Mall Kelapa Gading,14240,Mall Kelapa Gading 3 Lt. 1 Unit 17,"Jl. Boulevard Raya No. 13, RT13/RW18",10:00AM - 10:00 PM,19166233,Jakarta,ID,2145853918,jakfl02@map.co.id,
19166240,106.889320,-6.151450,https://linktr.ee/fitflop,Fitflop Mall Of Indonesia,14240,Mall Of Indonesia Lt.GF,"Jl. Boulevard Barat Raya No.12, RT18/RW19, Klp. Gading Barat",10:00AM - 10:00 PM,19166240,Jakarta,ID,,jakfl13@map.co.id,
20118710,107.243016,-6.356271,https://linktr.ee/fitflop,Fitflop Grand East Outlet,41361,Grand East Outlet - First Floor Unit #709,"Jalan Trans Heksa, Wanasari, Telukjambe Barat",10:00AM - 10:00 PM,20118710,West Java,ID,,krwfl40@mapactive.id,
19166236,106.817218,-6.195457,https://linktr.ee/fitflop,Fitflop Seibu Grand Indonesia,10310,Seibu Dept Store Lt.GF,"Jl. M.H. Thamrin No.1, RT1/RW5, Kb. Melati, Menteng",10:00AM - 10:00 PM,19166236,Jakarta,ID,,jakfl06@map.co.id,
19166238,106.817218,-6.195457,https://linktr.ee/fitflop,Fitflop Central Grand Indonesia,10310,Grand Indonesia East Mall Lantai UG,"Jl. M.H. Thamrin No. 1 RT1/RW5, Menteng",10:00AM - 10:00 PM,19166238,Jakarta,ID,,jakfl11@map.co.id,
19166269,106.840245,-6.222822,https://linktr.ee/fitflop,Fitflop Kota Kasablanka,16810,"Kota Kasablanka Lt. UG, Unit 26A","Jl. Casablanca No.88, Menteng Dalam, Tebet, RT14/RW5, Menteng Dalam",10:00AM - 10:00 PM,19166269,Jakarta,ID,,jakfl39@map.co.id,
19166244,106.796460,-6.225573,https://linktr.ee/fitflop,Fitflop Metro Plaza Senayan,10270,Metro Plaza Senayan Lt.1,"Jl. Asia Afrika No.8, RT1/RW3, Gelora, Tanah Abang",10:00AM - 10:00 PM,19166244,Jakarta,ID,,jakfl27@map.co.id,
19166243,106.781105,-6.243800,https://linktr.ee/fitflop,Fitflop Metro Gandaria City,12240,Metro Gandaria City Lt.1,"Jl. Sultan Iskandar Muda, RT10/RW.6, Kebayoran Lama Utara, Kebayoran Lama",10:00AM - 10:00 PM,19166243,Jakarta,ID,,jakfl25@map.co.id,
19166232,106.782108,-6.263909,https://linktr.ee/fitflop,Fitflop PIM 3,12310,Pondok Indah Mall 3 Lt. 1 Unit 105,"Jalan Metro Pondok Indah Kav. IV, RT1/RW16",10:00AM - 10:00 PM,19166232,Jakarta,ID,2127811176,jakfl01@map.co.id,
19166246,106.782044,-6.264554,https://linktr.ee/fitflop,Fitlflop Metro PIM 1,12310,Metro Pondok Indah Mall 1,Jl. Metro Pondok Indah Blok III B,10:00AM - 10:00 PM,19166246,Jakarta,ID,,jakfl31@map.co.id,
19166249,106.725414,-6.285578,https://linktr.ee/fitflop,Fitflop Bintaro Exchange,15227,Bintaro Exchange Lt.UG Unit 313,"Boulevard Bintaro Jaya, Jl. Sektor VII No.2, Pondok Jaya, Kec. Pondok Aren",10:00AM - 10:00 PM,19166249,Banten,ID,2127622861,jakfl35@map.co.id,
19166248,106.604448,-6.226806,https://linktr.ee/fitflop,Fitflop Supermall Karawaci,12310,Supermall Karawaci LG Floor #022A,"Jl. Boulevard Diponegoro No. 105. Bencongan, Kelapa Dua",10:00AM - 10:00 PM,19166248,Banten,ID,,jakfl32@map.co.id,
19166245,106.832152,-6.372758,https://linktr.ee/fitflop,Fitflop Margo City,16423,Margo City Lt.Ground Floor G-57,"Jl. Margonda Raya No. 358, Kemiri Muka, Kec. Beiji",10:00AM - 10:00 PM,19166245,Jawa Barat,ID,,jakfl28@map.co.id,
19166239,106.640136,-6.305006,https://linktr.ee/fitflop,Fitflop Aeon Mall BSD,15345,Aeon BSD City Lt.1,"Jl. BSD Raya Utama, Pagedangan, Tangerang",10:00AM - 10:00 PM,19166239,Banten,ID,,jakfl12@map.co.id,
19166254,107.593541,-6.888919,https://linktr.ee/fitflop,Fitflop Paris Van Java,40162,Mall Paris Van Java Lt. GL Unit C16-C,Jl. Sukajadi No. 137-139 Bandung,10:00AM - 10:00 PM,19166254,Jawa Barat,ID,,bdgfl16@map.co.id,
19166255,107.634093,-6.925537,https://linktr.ee/fitflop,Fitflop Trans Studio Mall Bandung,40273,"Trans Studio Mall Bandung, Lt 1",Jl. Gatot Subroto No. 289 Bandung,10:00AM - 10:00 PM,19166255,Jawa Barat,ID,,bdgfl20@map.co.id,
19166258,110.396593,-6.964170,https://linktr.ee/fitflop,Fitflop The Park Mall Semarang,50144,"The Park Mall Semarang, Lt.1 Unit.490","Jl. Madukoro Raya, Blok E1 No.10-11, Kel. Tawang Mas, Kec. Semarang Barat",10:00AM - 10:00 PM,19166258,Jawa Tengah,ID,,smgfl37@map.co.id,
19166256,110.814126,-7.598835,https://linktr.ee/fitflop,Fitflop The Park Mall Solo,57552,"The Park Mall Solo, Lt G Unit 0540","Jl Ir. Soekarno, Madegondo, Grogol - Sukoharjo",10:00AM - 10:00 PM,19166256,Jawa Tengah,ID,,slofl24@map.co.id,
19166257,110.396699,-7.758804,https://linktr.ee/fitflop,Fitflop Pakuwon Mall Jogja,55281,Pakuwon Mall Jogja Lt.UG Unit UG-21A,"Jl. Ring Road Utara Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman",10:00AM - 10:00 PM,19166257,Daerah Istimewa Yogyakarta,ID,,ygkfl33@map.co.id,
19166251,114.600561,-3.323015,https://linktr.ee/fitflop,Fitflop Duta Mall Banjarmasin,70234,Duta Mall Lt 1 Blok F. 011,"Jl. A. Yani No.98, Melayu, Kec. Banjarmasin Tengah",10:00AM - 10:00 PM,19166251,Kalimantan Selatan,ID,,bjsfl36@map.co.id,
19166259,112.735868,-7.262363,https://linktr.ee/fitflop,Fitflop Tunjungan Plaza,60261,Tunjungan Plaza 3 Lt 2 Unit 65 - 66,"Jl. Basuki Rachmat No 107 Kedung Doro, Kec Tegalsari",10:00AM - 10:00 PM,19166259,Jawa Timur,ID,,sbyfl15@map.co.id,
19166260,112.779599,-7.274693,https://linktr.ee/fitflop,Fitflop Galaxy Mall,60115,"Galaxy Mall 1, Lt 1 Unit 125 - 126","Jl. Dhamahusada Indah Timur No 37, Mulyorejo",10:00AM - 10:00 PM,19166260,Jawa Timur,ID,,sbyfl17@map.co.id,
19166252,115.154448,-8.683278,https://linktr.ee/fitflop,Fitflop Seminyak Village,16810,Seminyak Village Lt.GF Unit G16A,"Jl. Kayu Jati No.8 Seminyak, Kecamatan Kuta",10:00AM - 10:00 PM,19166252,Bali,ID,,blifl34@map.co.id,
19166250,115.181764,-8.723218,https://linktr.ee/fitflop,Fitflop Bali Galeria,80361,Mall Bali Galeria,"Jl By Pass Ngurah Rai, Kuta",10:00AM - 10:00 PM,19166250,Bali,ID,,blifl05@map.co.id,
19166267,119.392043,-5.158680,https://linktr.ee/fitflop,Fitflop Metro Trans Studio Makassar,90244,"Trans Studio Makassar Ground Floor 
Kawasan Terpadu, Jl. Metro Tj. Bunga, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan","Kawasan Terpadu, Jl. Metro Tj. Bunga, Maccini Sombala, Kec. Tamalate",10:00AM - 10:00 PM,19166267,Sulawesi Selatan,ID,,mksfl26@map.co.id,
19166268,119.392043,-5.158680,https://linktr.ee/fitflop,Fitflop Trans Studio Mall Makassar,90224,"Trans Studio Makassar Ground Floor Unit 81
Kawasan Terpadu, Jl. Metro Tj. Bunga, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan","Kawasan Terpadu, Jl. Metro Tj. Bunga, Maccini Sombala, Kec. Tamalate",10:00AM - 10:00 PM,19166268,Sulawesi Selatan,ID,,mksfl38@map.co.id,
